Mod:Item:MetaData, Localized Name
extracells:pattern.fluid:0, ME流体模板: 熔融铜
extracells:pattern.fluid:0, ME流体模板: 熔融锡
extracells:pattern.fluid:0, ME流体模板: 熔融青铜
extracells:pattern.fluid:0, ME流体模板: 熔融锌
extracells:pattern.fluid:0, ME流体模板: 熔融铅
extracells:pattern.fluid:0, ME流体模板: 熔融镍
extracells:pattern.fluid:0, ME流体模板: 熔融银
extracells:pattern.fluid:0, ME流体模板: 熔融琥珀金
extracells:pattern.fluid:0, ME流体模板: 熔融钢
extracells:pattern.fluid:0, ME流体模板: 熔融铝
extracells:pattern.fluid:0, ME流体模板: 液态氢
extracells:pattern.fluid:0, ME流体模板: 液态氧
extracells:pattern.fluid:0, ME流体模板: 液态氯
extracells:pattern.fluid:0, ME流体模板: 液态二氧化硫
extracells:pattern.fluid:0, ME流体模板: 液态三氧化硫
extracells:pattern.fluid:0, ME流体模板: 硫酸
extracells:pattern.fluid:0, ME流体模板: 液态氯化氢
extracells:pattern.fluid:0, ME流体模板: 液态乙烯
extracells:pattern.fluid:0, ME流体模板: 液态钠
extracells:pattern.fluid:0, ME流体模板: 盐水
extracells:pattern.fluid:0, ME流体模板: 液态氘
extracells:pattern.fluid:0, ME流体模板: 液态氚
extracells:pattern.fluid:0, ME流体模板: 液态氘氚燃料
extracells:pattern.fluid:0, ME流体模板: 液态锂
extracells:pattern.fluid:0, ME流体模板: 液态的过热钠蒸汽
extracells:pattern.fluid:0, ME流体模板: 液态氢氟酸
extracells:pattern.fluid:0, ME流体模板: 重水
extracells:pattern.fluid:0, ME流体模板: 蒸汽
extracells:pattern.fluid:0, ME流体模板: 生物乙醇
extracells:pattern.fluid:0, ME流体模板: 熔融阳光化合物
extracells:pattern.fluid:0, ME流体模板: 熔融陨石
extracells:pattern.fluid:0, ME流体模板: 熔融福鲁伊克斯钢
extracells:pattern.fluid:0, ME流体模板: 熔融星辉
extracells:pattern.fluid:0, ME流体模板: 不定型水晶矩阵
extracells:pattern.fluid:0, ME流体模板: 超密中子流体
extracells:pattern.fluid:0, ME流体模板: 无尽涌流
extracells:pattern.fluid:0, ME流体模板: 熔融束缚金属
extracells:pattern.fluid:0, ME流体模板: 感知流质
extracells:pattern.fluid:0, ME流体模板: 熔融活石
extracells:pattern.fluid:0, ME流体模板: 熔融魔力钢
extracells:pattern.fluid:0, ME流体模板: 熔融泰拉钢
extracells:pattern.fluid:0, ME流体模板: 熔融源质钢
extracells:pattern.fluid:0, ME流体模板: 飞龙聚合物
extracells:pattern.fluid:0, ME流体模板: 神龙聚合物
extracells:pattern.fluid:0, ME流体模板: 混沌解构质
extracells:pattern.fluid:0, ME流体模板: 熔融云母
extracells:pattern.fluid:0, ME流体模板: 熔融蕴魔源质
extracells:pattern.fluid:0, ME流体模板: 熔融粉色金属
extracells:pattern.fluid:0, ME流体模板: 熔融能量金属
extracells:pattern.fluid:0, ME流体模板: 熔融铱
extracells:pattern.fluid:0, ME流体模板: 共晶UU合金
extracells:pattern.fluid:0, ME流体模板: 熔融锇
extracells:pattern.fluid:0, ME流体模板: 熔融强化黑曜石
extracells:pattern.fluid:0, ME流体模板: 暗流质
extracells:pattern.fluid:0, ME流体模板: 红流质
extracells:pattern.fluid:0, ME流体模板: 熔融红石琥珀金
extracells:pattern.fluid:0, ME流体模板: 熔融极寒末影
extracells:pattern.fluid:0, ME流体模板: 熔融神秘
extracells:pattern.fluid:0, ME流体模板: 熔融虚空金属
extracells:pattern.fluid:0, ME流体模板: 熔融元金
extracells:pattern.fluid:0, ME流体模板: 熔融铂
extracells:pattern.fluid:0, ME流体模板: 熔融殷钢
extracells:pattern.fluid:0, ME流体模板: 熔融康铜
extracells:pattern.fluid:0, ME流体模板: 熔融流明
extracells:pattern.fluid:0, ME流体模板: 熔融末影
extracells:pattern.fluid:0, ME流体模板: UU物质
extracells:pattern.fluid:0, ME流体模板: 建筑泡沫
extracells:pattern.fluid:0, ME流体模板: IC2冷却液
extracells:pattern.fluid:0, ME流体模板: 杂酚油
extracells:pattern.fluid:0, ME流体模板: IC2热冷却液
extracells:pattern.fluid:0, ME流体模板: 绳状熔岩
extracells:pattern.fluid:0, ME流体模板: 生物质
extracells:pattern.fluid:0, ME流体模板: 沼气
extracells:pattern.fluid:0, ME流体模板: 蒸馏水
extracells:pattern.fluid:0, ME流体模板: 过热蒸汽
extracells:pattern.fluid:0, ME流体模板: 蒸汽
extracells:pattern.fluid:0, ME流体模板: 温泉水
extracells:pattern.fluid:0, ME流体模板: 除草剂喷雾
extracells:pattern.fluid:0, ME流体模板: 空气
extracells:pattern.fluid:0, ME流体模板: 氢气
extracells:pattern.fluid:0, ME流体模板: 氧气
extracells:pattern.fluid:0, ME流体模板: 重水
extracells:pattern.fluid:0, ME流体模板: 熔融炽铁
extracells:pattern.fluid:0, ME流体模板: 熔融骑士金属
extracells:pattern.fluid:0, ME流体模板: 炽血精华
extracells:pattern.fluid:0, ME流体模板: 杂酚油
extracells:pattern.fluid:0, ME流体模板: 液态煤炭
extracells:pattern.fluid:0, ME流体模板: 石油
extracells:pattern.fluid:0, ME流体模板: 石脑油
extracells:pattern.fluid:0, ME流体模板: 精炼油
extracells:pattern.fluid:0, ME流体模板: 树汁
extracells:pattern.fluid:0, ME流体模板: 糖浆
extracells:pattern.fluid:0, ME流体模板: 树脂
extracells:pattern.fluid:0, ME流体模板: 树油
extracells:pattern.fluid:0, ME流体模板: 种子油
extracells:pattern.fluid:0, ME流体模板: 生物质原油
extracells:pattern.fluid:0, ME流体模板: 藿香碱
extracells:pattern.fluid:0, ME流体模板: 蘑菇煲
extracells:pattern.fluid:0, ME流体模板: 知识精华
extracells:pattern.fluid:0, ME流体模板: 药水
extracells:pattern.fluid:0, ME流体模板: 喷溅药水
extracells:pattern.fluid:0, ME流体模板: 滞留药水
extracells:pattern.fluid:0, ME流体模板: 不稳定红石
extracells:pattern.fluid:0, ME流体模板: 充能液态荧石
extracells:pattern.fluid:0, ME流体模板: 谐振末影珍珠
extracells:pattern.fluid:0, ME流体模板: 烈焰之炽焱
extracells:pattern.fluid:0, ME流体模板: 极寒之凛冰
extracells:pattern.fluid:0, ME流体模板: 飞扬之清风
extracells:pattern.fluid:0, ME流体模板: 板块之层岩
extracells:pattern.fluid:0, ME流体模板: 元始魔力
extracells:pattern.fluid:0, ME流体模板: 熔融信素
extracells:pattern.fluid:0, ME流体模板: 熔融磁钢
extracells:pattern.fluid:0, ME流体模板: 熔融充能合金
extracells:pattern.fluid:0, ME流体模板: 熔融脉冲合金
extracells:pattern.fluid:0, ME流体模板: 熔融红石合金
extracells:pattern.fluid:0, ME流体模板: 熔融导电铁
extracells:pattern.fluid:0, ME流体模板: 熔融充能铁
extracells:pattern.fluid:0, ME流体模板: 熔融玄钢
extracells:pattern.fluid:0, ME流体模板: 熔融魂金
extracells:pattern.fluid:0, ME流体模板: 熔融末影钢
extracells:pattern.fluid:0, ME流体模板: 熔融铁合金
extracells:pattern.fluid:0, ME流体模板: 熔融粗钢
extracells:pattern.fluid:0, ME流体模板: 熔融晶化合金
extracells:pattern.fluid:0, ME流体模板: 熔融旋律合金
extracells:pattern.fluid:0, ME流体模板: 熔融恒星合金
extracells:pattern.fluid:0, ME流体模板: 熔融晶化粉红史莱姆
extracells:pattern.fluid:0, ME流体模板: 熔融充能银
extracells:pattern.fluid:0, ME流体模板: 熔融生动合金
extracells:pattern.fluid:0, ME流体模板: 毒液
extracells:pattern.fluid:0, ME流体模板: 琥珀
extracells:pattern.fluid:0, ME流体模板: 生物质
extracells:pattern.fluid:0, ME流体模板: 黑曜石晶体
extracells:pattern.fluid:0, ME流体模板: 牛奶
extracells:pattern.fluid:0, ME流体模板: 经验
extracells:pattern.fluid:0, ME流体模板: 液态珊瑚
extracells:pattern.fluid:0, ME流体模板: 液态反物质
extracells:pattern.fluid:0, ME流体模板: 菜籽油
extracells:pattern.fluid:0, ME流体模板: 精制菜籽油
extracells:pattern.fluid:0, ME流体模板: 晶化油
extracells:pattern.fluid:0, ME流体模板: 充能油
extracells:pattern.fluid:0, ME流体模板: 精华液
extracells:pattern.fluid:0, ME流体模板: 肉汤
extracells:pattern.fluid:0, ME流体模板: 胶乳
extracells:pattern.fluid:0, ME流体模板: 污水
extracells:pattern.fluid:0, ME流体模板: 淤泥
extracells:pattern.fluid:0, ME流体模板: 生物燃油
extracells:pattern.fluid:0, ME流体模板: 粉红粘液
extracells:pattern.fluid:0, ME流体模板: 蛋白质
extracells:pattern.fluid:0, ME流体模板: 生矿物肉汤
extracells:pattern.fluid:0, ME流体模板: 发酵矿物肉汤
extracells:pattern.fluid:0, ME流体模板: 恶魔灌注铁
extracells:pattern.fluid:0, ME流体模板: 附魔金属
extracells:pattern.fluid:0, ME流体模板: 熔融恶魔金属
extracells:pattern.fluid:0, ME流体模板: §b史莱姆异变粘液
extracells:pattern.fluid:0, ME流体模板: fluid.ravaging
extracells:pattern.fluid:0, ME流体模板: fluid.universe_sky
extracells:pattern.fluid:0, ME流体模板: fluid.dimensional_shard
extracells:pattern.fluid:0, ME流体模板: fluid.rime_crystal
extracells:pattern.fluid:0, ME流体模板: 熔融压缩铁
extracells:pattern.fluid:0, ME流体模板: 熔融奈布
extracells:pattern.fluid:0, ME流体模板: 熔融龙
extracells:pattern.fluid:0, ME流体模板: 氧气
extracells:pattern.fluid:0, ME流体模板: 氢气
extracells:pattern.fluid:0, ME流体模板: 氘
extracells:pattern.fluid:0, ME流体模板: 氚
extracells:pattern.fluid:0, ME流体模板: 氦-3
extracells:pattern.fluid:0, ME流体模板: 氦
extracells:pattern.fluid:0, ME流体模板: 熔融硼-10
extracells:pattern.fluid:0, ME流体模板: 熔融硼-11
extracells:pattern.fluid:0, ME流体模板: 熔融锂-6
extracells:pattern.fluid:0, ME流体模板: 熔融锂-7
extracells:pattern.fluid:0, ME流体模板: 熔融硼铁合金
extracells:pattern.fluid:0, ME流体模板: 熔融高强合金
extracells:pattern.fluid:0, ME流体模板: 熔融硬碳合金
extracells:pattern.fluid:0, ME流体模板: 熔融铍
extracells:pattern.fluid:0, ME流体模板: 熔融锆
extracells:pattern.fluid:0, ME流体模板: 熔融二氧化锰
extracells:pattern.fluid:0, ME流体模板: 熔融硫
extracells:pattern.fluid:0, ME流体模板: 液氦
extracells:pattern.fluid:0, ME流体模板: 液氮
extracells:pattern.fluid:0, ME流体模板: 重水
extracells:pattern.fluid:0, ME流体模板: 熔融铅铂合金
extracells:pattern.fluid:0, ME流体模板: 等离子体
extracells:pattern.fluid:0, ME流体模板: 乙醇
extracells:pattern.fluid:0, ME流体模板: 甲醇
extracells:pattern.fluid:0, ME流体模板: 抗辐宁流体
extracells:pattern.fluid:0, ME流体模板: 缓效抗辐宁流体
extracells:pattern.fluid:0, ME流体模板: 注红石乙醇
extracells:pattern.fluid:0, ME流体模板: 氮气
extracells:pattern.fluid:0, ME流体模板: 氟
extracells:pattern.fluid:0, ME流体模板: 二氧化碳
extracells:pattern.fluid:0, ME流体模板: 一氧化碳
extracells:pattern.fluid:0, ME流体模板: 乙烯
extracells:pattern.fluid:0, ME流体模板: 氟甲烷
extracells:pattern.fluid:0, ME流体模板: 氨
extracells:pattern.fluid:0, ME流体模板: 二氟化氧
extracells:pattern.fluid:0, ME流体模板: 乙硼烷
extracells:pattern.fluid:0, ME流体模板: 二氧化硫
extracells:pattern.fluid:0, ME流体模板: 三氧化硫
extracells:pattern.fluid:0, ME流体模板: 氢氟酸
extracells:pattern.fluid:0, ME流体模板: 硼酸
extracells:pattern.fluid:0, ME流体模板: 硫酸
extracells:pattern.fluid:0, ME流体模板: 氮化硼溶液
extracells:pattern.fluid:0, ME流体模板: 氟石溶液
extracells:pattern.fluid:0, ME流体模板: 硫酸钙溶液
extracells:pattern.fluid:0, ME流体模板: 氟化钠溶液
extracells:pattern.fluid:0, ME流体模板: 氟化钾溶液
extracells:pattern.fluid:0, ME流体模板: 氢氧化钠溶液
extracells:pattern.fluid:0, ME流体模板: 氢氧化钾溶液
extracells:pattern.fluid:0, ME流体模板: 硼砂溶液
extracells:pattern.fluid:0, ME流体模板: 辐照硼砂溶液
extracells:pattern.fluid:0, ME流体模板: 堆芯熔融物
extracells:pattern.fluid:0, ME流体模板: 碎冰
extracells:pattern.fluid:0, ME流体模板: 泥状冰
extracells:pattern.fluid:0, ME流体模板: 可可浆
extracells:pattern.fluid:0, ME流体模板: 可可脂
extracells:pattern.fluid:0, ME流体模板: 熔化无糖巧克力
extracells:pattern.fluid:0, ME流体模板: 熔化黑巧克力
extracells:pattern.fluid:0, ME流体模板: 熔化牛奶巧克力
extracells:pattern.fluid:0, ME流体模板: 糖液
extracells:pattern.fluid:0, ME流体模板: 熔融明胶
extracells:pattern.fluid:0, ME流体模板: 水合明胶
extracells:pattern.fluid:0, ME流体模板: 溶糖丝
extracells:pattern.fluid:0, ME流体模板: 熔融氟化锂
extracells:pattern.fluid:0, ME流体模板: 熔融氟化铍
extracells:pattern.fluid:0, ME流体模板: 熔融氟锂铍盐混合物
extracells:pattern.fluid:0, ME流体模板: 熔融氢氧化钠
extracells:pattern.fluid:0, ME流体模板: 熔融氢氧化钾
extracells:pattern.fluid:0, ME流体模板: 高压蒸汽
extracells:pattern.fluid:0, ME流体模板: 废蒸汽
extracells:pattern.fluid:0, ME流体模板: 低压蒸汽
extracells:pattern.fluid:0, ME流体模板: 低质蒸汽
extracells:pattern.fluid:0, ME流体模板: 预热水
extracells:pattern.fluid:0, ME流体模板: 冷凝水
extracells:pattern.fluid:0, ME流体模板: 熔融钠
extracells:pattern.fluid:0, ME流体模板: 熔融钾
extracells:pattern.fluid:0, ME流体模板: 共晶钠钾合金
extracells:pattern.fluid:0, ME流体模板: 热共晶钠钾合金
extracells:pattern.fluid:0, ME流体模板: 应急冷却液
extracells:pattern.fluid:0, ME流体模板: 高温应急冷却液
extracells:pattern.fluid:0, ME流体模板: 砷蒸汽
extracells:pattern.fluid:0, ME流体模板: 熔融砷化硼
extracells:pattern.fluid:0, ME流体模板: 碳化硅蒸汽
extracells:pattern.fluid:0, ME流体模板: 熔融银铝
extracells:pattern.fluid:0, ME流体模板: 熔融铁矾土
extracells:pattern.fluid:0, ME流体模板: 熔融锶-90
extracells:pattern.fluid:0, ME流体模板: 熔融钼
extracells:pattern.fluid:0, ME流体模板: 熔融钌-106
extracells:pattern.fluid:0, ME流体模板: 熔融铯-137
extracells:pattern.fluid:0, ME流体模板: 熔融钷-147
extracells:pattern.fluid:0, ME流体模板: 熔融铕-155
extracells:pattern.fluid:0, ME流体模板: 熔融钍
extracells:pattern.fluid:0, ME流体模板: 熔融铀
extracells:pattern.fluid:0, ME流体模板: 熔融铀-233
extracells:pattern.fluid:0, ME流体模板: 熔融铀-235
extracells:pattern.fluid:0, ME流体模板: 熔融铀-238
extracells:pattern.fluid:0, ME流体模板: 熔融镎-236
extracells:pattern.fluid:0, ME流体模板: 熔融镎-237
extracells:pattern.fluid:0, ME流体模板: 熔融钚-238
extracells:pattern.fluid:0, ME流体模板: 熔融钚-239
extracells:pattern.fluid:0, ME流体模板: 熔融钚-241
extracells:pattern.fluid:0, ME流体模板: 熔融钚-242
extracells:pattern.fluid:0, ME流体模板: 熔融镅-241
extracells:pattern.fluid:0, ME流体模板: 熔融镅-242
extracells:pattern.fluid:0, ME流体模板: 熔融镅-243
extracells:pattern.fluid:0, ME流体模板: 熔融锔-243
extracells:pattern.fluid:0, ME流体模板: 熔融锔-245
extracells:pattern.fluid:0, ME流体模板: 熔融锔-246
extracells:pattern.fluid:0, ME流体模板: 熔融锔-247
extracells:pattern.fluid:0, ME流体模板: 熔融锫-247
extracells:pattern.fluid:0, ME流体模板: 熔融锫-248
extracells:pattern.fluid:0, ME流体模板: 熔融锎-249
extracells:pattern.fluid:0, ME流体模板: 熔融锎-250
extracells:pattern.fluid:0, ME流体模板: 熔融锎-251
extracells:pattern.fluid:0, ME流体模板: 熔融锎-252
extracells:pattern.fluid:0, ME流体模板: 熔融钍-增殖铀
extracells:pattern.fluid:0, ME流体模板: 熔融钍-增殖铀 氟化物
extracells:pattern.fluid:0, ME流体模板: 熔融钍-增殖铀 氟化物燃料氟锂铍盐溶液
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩铀-233
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩铀-233 氟化物
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩铀-233 氟化物燃料氟锂铍盐溶液
extracells:pattern.fluid:0, ME流体模板: 熔融高浓缩铀-233
extracells:pattern.fluid:0, ME流体模板: 熔融高浓缩铀-233 氟化物
extracells:pattern.fluid:0, ME流体模板: 熔融高浓缩铀-233 氟化物燃料氟锂铍盐溶液
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩铀-235
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩铀-235 氟化物
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩铀-235 氟化物燃料氟锂铍盐溶液
extracells:pattern.fluid:0, ME流体模板: 熔融高浓缩铀-235
extracells:pattern.fluid:0, ME流体模板: 熔融高浓缩铀-235 氟化物
extracells:pattern.fluid:0, ME流体模板: 熔融高浓缩铀-235 氟化物燃料氟锂铍盐溶液
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩镎-236
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩镎-236 氟化物
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩镎-236 氟化物燃料氟锂铍盐溶液
extracells:pattern.fluid:0, ME流体模板: 熔融高浓缩镎-236
extracells:pattern.fluid:0, ME流体模板: 熔融高浓缩镎-236 氟化物
extracells:pattern.fluid:0, ME流体模板: 熔融高浓缩镎-236 氟化物燃料氟锂铍盐溶液
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩钚-239
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩钚-239 氟化物
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩钚-239 氟化物燃料氟锂铍盐溶液
extracells:pattern.fluid:0, ME流体模板: 熔融高浓缩钚-239
extracells:pattern.fluid:0, ME流体模板: 熔融高浓缩钚-239 氟化物
extracells:pattern.fluid:0, ME流体模板: 熔融高浓缩钚-239 氟化物燃料氟锂铍盐溶液
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩钚-241
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩钚-241 氟化物
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩钚-241 氟化物燃料氟锂铍盐溶液
extracells:pattern.fluid:0, ME流体模板: 熔融高浓缩钚-241
extracells:pattern.fluid:0, ME流体模板: 熔融高浓缩钚-241 氟化物
extracells:pattern.fluid:0, ME流体模板: 熔融高浓缩钚-241 氟化物燃料氟锂铍盐溶液
extracells:pattern.fluid:0, ME流体模板: 熔融混合燃料-239
extracells:pattern.fluid:0, ME流体模板: 熔融混合燃料氟化物-239
extracells:pattern.fluid:0, ME流体模板: 熔融混合燃料氟化物-239
extracells:pattern.fluid:0, ME流体模板: 熔融混合燃料-241
extracells:pattern.fluid:0, ME流体模板: 熔融混合燃料氟化物-241
extracells:pattern.fluid:0, ME流体模板: 熔融混合燃料氟化物-241
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩镅-242
extracells:pattern.fluid:0, ME流体模板: 熔融低浓缩镅-242 氟化物
